"","Record_id","Paper_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Excluded_during_data_extraction","Changes_after_second_screening","Final_comments","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","missingSocial_h2","missingVP","missingVIGE","missingMean","missingVA","missingIdRecords"
"91","84","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",11420,11420,11420,NA,NA,780,78,"Running speed- day 6","behaviour","yes",0,"yes",1,"Control line","yes","yes",2,"0.3259","6e-04",NA,NA,0.0717,0,NA,NA,NA,NA,0.7215,1,NA,NA,0.93,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",25,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"92","85","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 1","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.0849","0.0017",NA,NA,0.1021,0.0106,NA,NA,NA,NA,0.7057,1,NA,NA,0.7982,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"93","86","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 2","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.0838","0.0017",NA,NA,0.0885,0.0271,NA,NA,NA,NA,0.6844,1,NA,NA,0.843,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; r A-IGE should be 0.8843","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94","87","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 3","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.0894","0",NA,NA,0.08,0.0256,NA,NA,NA,NA,0.695,1,NA,NA,NA,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"95","88","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 4","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.0833","0",NA,NA,0.0805,0.0258,NA,NA,NA,NA,0.7047,1,NA,NA,NA,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"96","89","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 5","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.0862","2e-04",NA,NA,0.0829,0.028,NA,NA,NA,NA,0.6974,1,NA,NA,0.9024,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"97","90","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration- day 6","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.0792","3e-04",NA,NA,0.0816,0.0228,NA,NA,NA,NA,0.699,1,NA,NA,0.9163,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"98","91","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 1","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.1618","0.0016",NA,NA,0.0968,0,NA,NA,NA,NA,0.6864,1,NA,NA,-0.1695,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"99","92","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 2","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.1667","0.0019",NA,NA,0.1058,0.0037,NA,NA,NA,NA,0.6487,1,NA,NA,0.1856,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"100","93","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 3","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.1584","0.0011",NA,NA,0.1037,0.0054,NA,NA,NA,NA,0.6443,1,NA,NA,0.5621,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"101","94","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 4","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.1805","0.001",NA,NA,0.092,0.0034,NA,NA,NA,NA,0.6392,1,NA,NA,0.4556,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; VIGE should be 0.0011","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"102","95","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed- day 5","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.1778","6e-04",NA,NA,0.0875,0.0055,NA,NA,NA,NA,0.6305,1,NA,NA,0.3734,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"103","96","IGE0468",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed- day 6","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,"0.1726","0.0011",NA,NA,0.0865,0.0033,NA,NA,NA,NA,0.6318,1,NA,NA,0.2406,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","no","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN",26,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"104","97","IGE0640",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",3681,917,917,25,454,NA,5,"Feather condition score","behaviour","no",13.83,"no",3.55,"non-beak-trimmed","no","yes",5,"1.46","0.36",NA,NA,6.14,NA,NA,NA,NA,NA,2.34,11.39,NA,NA,-0.41,NA,-0.3,NA,4.84,0.42,"Table 3","DF","V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.","FS","trait type I would say FCS is more related to behaviour, or under """"other""""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","no","Changed trait category to """"behaviour"""". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed #records to 917. Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",51,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"105","98","IGE0640",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",3681,1524,1524,25,454,NA,5,"Feather condition score","behaviour","no",10.25,"no",3.81,"beak-trimmed","no","yes",5,"1.99","0.07",NA,NA,6.5,NA,NA,NA,NA,NA,3.44,12.22,NA,NA,0.63,NA,0.24,NA,5.03,0.41,"Table 3","DF","V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.","FS","trait type I would say FCS is more related to behaviour, or under """"other""""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","no","Changed trait category to """"behaviour"""". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed number of records to 1524. Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability",NA,"non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",50,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
