Paper_id,X,Record_id,Year,Species_name,Taxon,Population,Population_type,Study_type,Sex,Age,N_id_pedigree,N_records,N_id_w_records,N_sires,N_dams,N_families,Depth_of_ped,Trait_name,Trait_category,Mean_standardized,Trait_mean,Variance_standardized,Trait_sd,Treatment_group,Fixed_eff_of_partner_trait,Other_fixed_eff,Mean_group_size,Va,V_ige,Vpe_foc,Vpe_soc,V_other_1,V_other_2,V_other_3,V_other_4,V_other_5,V_other_6,V_residual,Total_v_phen,H2,Social_h2,R_a_ige,R_pe_pe_soc,Cov_a_ige,Cov_pe_pe_soc,V_tbv,T2,Data_location,Screener_id,Notes,Second_screener_id,Second_screener_notes,Changes_after_second_screening,Data_transf,Trait_mean_transf,Trait_error_distrib,Estimates_scale_nongauss,Vp_group_formula,Species_name.2,Population2,Group_id,Second_screener_original_decision,missingSocial_h2,missingVP,missingVIGE,missingMean,missingVA,missingIdRecords,Total_v_phen2,Trait_mean2,Reported_values_flag,Excluded_after_control,social_h2,Year_of_Publication
IGE0406,127,128,NA,Drosophila serrata,arthropods,"Forster stock, University of Queensland, AUS",captive,experimental,F,ad,NA,418,418,60,120,NA,NA,Z-9-C26:1,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,0.168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3",FS,"Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males",MM,"MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
",updated pedigree stats; sex assigned to F and sample size reported for F,non_transf,NA,gaussian,NA,NA,Drosophila serrata,Forster_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,128,129,NA,Drosophila serrata,arthropods,"Forster stock, University of Queensland, AUS",captive,experimental,F,ad,NA,418,418,60,120,NA,NA,2-Me-C26,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,0.055,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3",FS,"Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males",MM,"MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
",updated pedigree stats; sex assigned to F and sample size reported for F,non_transf,NA,gaussian,NA,NA,Drosophila serrata,Forster_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,129,130,NA,Drosophila serrata,arthropods,"Forster stock, University of Queensland, AUS",captive,experimental,F,ad,NA,418,418,60,120,NA,NA,"Z,Z-5,9-C27:2",metabolism & physiology,no,NA,no,NA,NA,no,yes,2,0.32,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3",FS,"Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males",MM,"MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
",updated pedigree stats; sex assigned to F and sample size reported for F,non_transf,NA,gaussian,NA,NA,Drosophila serrata,Forster_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,130,131,NA,Drosophila serrata,arthropods,"Forster stock, University of Queensland, AUS",captive,experimental,F,ad,NA,418,418,60,120,NA,NA,2-Me-C28,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,0.092,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3",FS,"Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males",MM,"MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
",updated pedigree stats; sex assigned to F and sample size reported for F,non_transf,NA,gaussian,NA,NA,Drosophila serrata,Forster_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,131,132,NA,Drosophila serrata,arthropods,"Forster stock, University of Queensland, AUS",captive,experimental,F,ad,NA,418,418,60,120,NA,NA,"Z,Z-5,9-C29:2",metabolism & physiology,no,NA,no,NA,NA,no,yes,2,0.267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3",FS,"Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males",MM,"MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
",updated pedigree stats; sex assigned to F and sample size reported for F,non_transf,NA,gaussian,NA,NA,Drosophila serrata,Forster_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,132,133,NA,Drosophila serrata,arthropods,"Forster stock, University of Queensland, AUS",captive,experimental,F,ad,NA,418,418,60,120,NA,NA,2-Me-C30,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,0.132,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3",FS,"Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males",MM,"MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
",updated pedigree stats; sex assigned to F and sample size reported for F,non_transf,NA,gaussian,NA,NA,Drosophila serrata,Forster_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,133,134,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,"Z,Z-5,9-C25:2",metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,134,135,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,Z-9-C25:1,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,135,136,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,Z-9-C26:1,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,136,137,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,2-Me-C26,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,137,138,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,"Z,Z-5,9-C27:2",metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,138,139,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,2-Me-C28,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,139,140,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,"Z,Z-5,9-C29:2",metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0406,140,141,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,2-Me-C30,metabolism & physiology,no,NA,no,NA,NA,no,yes,2,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",NA,non_transf,NA,gaussian,NA,NA,Drosophila serrata,UniversityQueensland_AUS,21,Revise,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,2005
IGE0418,12,12,NA,Eucalyptus globulus,plants,"Manjimup, Western Australia",captive,experimental,both,ad,9450,NA,9107,NA,NA,570,2,percentage of juvenile foliage affected by Mycosphaerella leaf disease,metabolism & physiology,no,48.03,no,11,NA,no,yes,3,82.96,1.49,NA,NA,-0.27,99.23,NA,NA,NA,NA,NA,188.6,0.447,NA,0.83,NA,9.26,NA,115.58,0.608,Table S3; Table S4,AST,RN chosen as it is the reduced one that provides all necessary data (see supplements). V other 1 = indirect residual (which is negative). V other 2 = Direct residual. Check if Costa-Silva et al. (2013) uses the same data to adjust grouping variables accordingly. Data extraction discussed among all four reviewers,AST,"population changed so that it is clear that it is the same one as IGE0389; #sires and #dams similar but not the same as in IGE0389, we just know it is 161 in total; data and questions seemingly the same as in IGE0389, consider if IGE0418 should be excluded due to duplication; RN chosen as it is the reduced one that provides all necessary data (see supplements). V other 1 = indirect residual (which is negative). V other 2 = Direct residual; H2 social provided in Table S4 but split between contribution of variance and covariance",NA,non_transf,NA,gaussian,NA,NA,Eucalyptus globulus,Manjimup_AUS,22,Revise,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,188.6,48.03,NA,NA,NA,2017
IGE0418,13,13,NA,Eucalyptus globulus,plants,"Manjimup, Western Australia",captive,experimental,both,ad,9450,NA,9107,NA,NA,570,2,Over-bark diameter at breast height at 2 years,morphology,no,98,no,16,NA,no,yes,3,90.02,6.72,NA,NA,0.85,135.81,NA,NA,NA,NA,NA,245.6,0.367,NA,-0.9,NA,-22.01,NA,41.45,0.168,Table S3; Table S4,AST,RN chosen as it is the reduced one that provides all necessary data (see supplements). V other 1 = indirect residual (which is negative). V other 2 = Direct residual. Check if Costa-Silva et al. (2013) uses the same data to adjust grouping variables accordingly. Data extraction discussed among all four reviewers,AST,"population changed so that it is clear that it is the same one as IGE0389; #sires and #dams similar but not the same as in IGE0389, we just know it is 161 in total; data and questions seemingly the same as in IGE0389, consider if IGE0418 should be excluded due to duplication; RN chosen as it is the reduced one that provides all necessary data (see supplements). V other 1 = indirect residual (which is negative). V other 2 = Direct residual; H2 social provided in Table S4 but split between contribution of variance and covariance",NA,non_transf,NA,gaussian,NA,NA,Eucalyptus globulus,Manjimup_AUS,22,Revise,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,245.6,98,NA,NA,NA,2017
IGE0418,14,14,NA,Eucalyptus globulus,plants,"Manjimup, Western Australia",captive,experimental,both,ad,9450,NA,8913,NA,NA,570,2,Over-bark diameter at breast height at 4 years,morphology,no,135.1,no,NA,NA,no,yes,4,219.24,36.25,NA,NA,-1.04,251.5,NA,NA,NA,NA,NA,524,0.413,NA,-0.95,NA,-84.35,NA,40.54,0.077,Table S3; Table S4,AST,RN chosen as it is the reduced one that provides all necessary data (see supplements). V other 1 = indirect residual (which is negative). V other 2 = Direct residual. Check if Costa-Silva et al. (2013) uses the same data to adjust grouping variables accordingly. Data extraction discussed among all four reviewers,AST,"population changed so that it is clear that it is the same one as IGE0389; #sires and #dams similar but not the same as in IGE0389, we just know it is 161 in total; trait mean presumably available from IGE0389; data and questions seemingly the same as in IGE0389, consider if IGE0418 should be excluded due to duplication; RN chosen as it is the reduced one that provides all necessary data (see supplements). V other 1 = indirect residual (which is negative). V other 2 = Direct residual; H2 social provided in Table S4 but split between contribution of variance and covariance",NA,non_transf,NA,gaussian,NA,NA,Eucalyptus globulus,Manjimup_AUS,22,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,524,135.1,NA,NA,NA,2017
