"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","H2_2_Zr","I_a","I_ige","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","T2_2","RDSUR","T2_new","R_a_ige_calc","R_a_ige_2","R_a_ige_2_Zr","Species_name.2.phylo"
"IGE0746","156",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"rump feather condition score","behaviour","no",2.11,"no",NA,"line WB","no","yes",4,0.185,0.24,NA,NA,0.559,NA,NA,NA,NA,NA,NA,1.185,0.048,NA,-0.05,NA,NA,NA,0.735,0.456,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","55","Accept",1.185,2.11,NA,NA,NA,2014,3.85416666666667,1.185,0.20253164556962,0.20253164556962,0.156118143459916,0.048,0.205,0.000196618167518679,NA,0.048,0.0415534242267694,0.053907144942836,NA,0.24,NA,0.735,0.620253164556962,0.456,NA,NA,NA,-0.05,-0.05,"Gallus gallus"
"IGE0746","157",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"belly feather condition score","behaviour","no",1.6,"no",NA,"line WB","no","yes",4,0.241,0.109,NA,NA,0.197,NA,NA,NA,NA,NA,NA,0.832,0.063,NA,0.29,NA,NA,NA,0.459,0.253,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","mean and SD set to NA","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","55","Accept",0.832,1.6,NA,NA,NA,2014,3.82539682539683,0.832,0.131009615384615,0.131009615384615,0.289663461538462,0.063,0.132,0.000196618167518679,NA,0.063,0.094140625,0.042578125,NA,0.109,NA,0.459,0.551682692307692,0.253,NA,NA,NA,0.29,0.299,"Gallus gallus"
"IGE0752","99",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6276,6276,6276,36,288,NA,5,"Survival days (STM)","survival","no",NA,"no",NA,"W1","no","yes",4,28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.2,NA,57,NA,45,0.18,"Table 1","DF","Estimates from STM model which fitted number of days survived as the response","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","56","Accept",107,NA,NA,NA,NA,2015,NA,107,0.0934579439252336,0.0934579439252336,0.261682242990654,0.261682242990654,0.094,0.000159413358839471,NA,0.268,NA,NA,460,10,460,45,0.420560747663551,0.18,199,1.85981308411215,3.40640153660302,0.2,0.203,"Gallus gallus"
"IGE0752","100",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,6916,6916,35,280,NA,5,"Survival days (STM)","survival","no",NA,"no",NA,"WB","no","yes",4,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,-0.24,NA,-158,NA,55,0.16,"Table 1","DF","Estimates from STM model which fitted number of days survived as the response","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","57","Accept",135,NA,NA,NA,NA,2015,NA,135,0.118518518518519,0.118518518518519,0.303703703703704,0.303703703703704,0.119,0.000144654997830175,NA,0.314,NA,NA,-763,16,-763,55,0.407407407407407,0.16,-433,-3.20740740740741,-6.16886359459994,-0.24,-0.245,"Gallus gallus"
"IGE0752","101",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6276,81588,6276,36,288,NA,5,"Survival monthly (RMM.t)","survival","no",NA,"no",NA,"W1","no","yes",4,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.19,NA,57,NA,46,0.19,"Table 1","DF","Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","56","Accept",107,NA,NA,NA,NA,2015,NA,107,0.102803738317757,0.102803738317757,0.261682242990654,0.261682242990654,0.103,0.000159413358839471,NA,0.268,NA,NA,469,11,469,46,0.429906542056075,0.19,199,1.85981308411215,3.24787642909968,0.19,0.192,"Gallus gallus"
"IGE0752","102",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,89908,6916,35,280,NA,5,"Survival monthly (RMM.t)","survival","no",NA,"no",NA,"WB","no","yes",4,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,-0.24,NA,-111,NA,46,0.14,"Table 1","DF","Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","57","Accept",123,NA,NA,NA,NA,2015,NA,123,0.0975609756097561,0.0975609756097561,0.308943089430894,0.308943089430894,0.098,0.000144654997830175,NA,0.319,NA,NA,-520,12,-520,46,0.373983739837398,0.14,-295,-2.39837398373984,-5.1980512542784,-0.24,-0.245,"Gallus gallus"
"IGE0786","189","2009-2015","Sus scrofa","mammals","nucleus breeding farm in Korea","captive","experimental","both","ad",16383,14624,14624,NA,NA,NA,NA,"average daily gain","development","no",773,"no",87.1,NA,"no","yes",6.6,2513,9,NA,NA,403,402,NA,NA,NA,NA,3875,6934,0.36,NA,0.38,NA,55,NA,3400,0.49,"Table 3","MM","v1= group variance
v2= litter variance
","FS","not sure if #of full sibs in group qualifies as trait of social env; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, changed social fixed effect to NO","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Farm_KOR","58","Revise",6934,773,NA,NA,NA,2017,6980.55555555556,6934,0.00129795211998846,0.00129795211998846,0.362417075281223,0.36,0.001,6.83947746392176e-05,NA,0.377,0.0042056536168119,1.50620304621198e-05,3411.24,9,3411.24,3400,0.490337467551197,0.49,2821,0.406835881165273,0.365717035294965,0.38,0.4,"Sus scrofa"
"IGE0824","61",NA,"Drosophila melanogaster","arthropods","Dahomey stock","captive","experimental","F","ad",1139,1092,1092,16,48,48,1,"oviposition post mating","reproduction","no",82.87,"no",17.26,NA,"no","yes",2,101.37,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.96,0.35,0.004,-0.09,NA,-0.94,NA,NA,0.35,"Tables 1 & 2","DF","Note experiment was run in two blocks so summing numbers from each to get total samplesizes etc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.004 which is IGE heritability.","MM","MM: 1) to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
","Entered male h2 as social heritability","non_transf",NA,"gaussian",NA,"yes","Drosophila melanogaster","Dahomey_UK","59","Revise",290.96,82.87,NA,NA,NA,2014,289.628571428571,290.96,0.00378058839703052,0.004,0.348398405279076,0.35,0.004,0.000918273645546373,0.004,0.365,0.0147609656231425,0.000160176207807603,100.59,1.1,100.59,100.59,0.345717624415727,0.35,100.43,0.345167720648887,-0.0890177858399332,-0.09,-0.09,"Drosophila melanogaster"
"IGE0824","62",NA,"Drosophila melanogaster","arthropods","Dahomey stock","captive","experimental","F","ad",1139,1094,1094,16,48,48,1,"copulation duration","reproduction","no",18.15,"no",4.03,NA,"no","yes",2,1.33,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,0.08,0.13,-0.13,NA,-0.21,NA,NA,0.18,"Tables 1 & 2","DF","Note experiment was run in two blocks so summing numbers from each to et total samplesizes getc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.13 which is IGE heritability.","MM","MM: to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
","Entered male h2 as social heritability","non_transf",NA,"gaussian",NA,"yes","Drosophila melanogaster","Dahomey_UK","59","Revise",15.88,18.15,NA,NA,NA,2014,16.625,15.88,0.126574307304786,0.13,0.0837531486146096,0.08,0.131,0.000916590284142988,0.131,0.08,0.00403736842504686,0.00610158686792796,2.92,2.01,2.92,2.92,0.183879093198992,0.18,1.12,0.0705289672544081,-0.128438565248935,-0.13,-0.131,"Drosophila melanogaster"
"IGE0852","7","1992-2016","Tamiasciurus hudsonicus","mammals","Kluane Red Squirrel Project, Yukon, Canada","wild","observational","F","ad",1694,555,555,NA,NA,NA,NA,"parturition date","reproduction","no",5.13,"yes",NA,NA,"no","yes",4,0.048,0.001,0.001,0.063,0.32,0.04,NA,NA,NA,NA,0.192,1,NA,NA,NA,NA,0.005,-0.018,0.068,NA,"Table 1 (genetic model); results pg 565","FS",NA,"FS","trait is variance standardized so h2 and h2 social will be = to VA and VIGE","group size changed to 4 as mean # of neighbors;","non_transf",NA,"gaussian",NA,NA,"Tamiasciurus hudsonicus","Kluane_CAN","60","Revise",1,5.13,NA,NA,NA,2019,NA,1,0.001,0.001,0.048,0.048,0.001,0.00181159420289855,NA,0.048,NA,NA,0.087,0.001,0.087,0.068,0.068,0.068,0.063,0.063,0.721687836487032,0.721687836487032,0.911,"Tamiasciurus hudsonicus"
"IGE0858","195",NA,"Sus scrofa","mammals","Danish pig breeding program, DanAvl, Denmark","captive","experimental","M","ad",80464,30447,30447,1142,11369,NA,6,"average daily gain","development","no",1031.1,"no",137.5,NA,"no","yes",11.3,2868.9,13.8,NA,NA,979,927.3,NA,NA,NA,NA,8263.8,NA,NA,NA,-0.038,NA,-7.58,NA,4286.2,0.32,"Table 3","MM","v1=group variance
v2= litter variance

authors report an analysis of sex-combined data
","AST","change to Sus scrofa for consistency; perhaps add Denmark to the population name; treatment/group should be set to NA; # id w records does not account for the missing values, which are accounted for in # records column, change accordingly; consider calling the trait development for consistency throughout the dataset; cov A-IGE should be -7.58","changed to Sus scrofa and development trait, added Denmark, changed COVa value, reatment/group was set to NA; changed IDs w records to be the same as #records","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","DanAvl_DK","62","Revise",NA,1031.1,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,3.28471948495598e-05,NA,NA,0.00269844665356073,1.29800842898456e-05,4176.794,13.8,4176.794,4286.2,NA,0.32,2790.826,NA,-0.0380953490515342,-0.038,-0.038,"Sus scrofa"
"IGE0858","196",NA,"Sus scrofa","mammals","Danish pig breeding program, DanAvl, Denmark","captive","experimental","F","ad",80464,45942,45942,1142,11369,NA,6,"average daily gain","development","no",977.3,"no",115.2,NA,"no","yes",11.7,2508.7,9.3,NA,NA,989.3,722.5,NA,NA,NA,NA,5877.6,NA,NA,NA,-0.222,NA,-34,NA,2795.2,0.273,"Table 3","MM","v1=group variance
v2= litter variance

authors report an analysis of sex-combined data
","AST","change to Sus scrofa for consistency; perhaps add Denmark to the population name; treatment/group should be set to NA; # id w records does not account for the missing values, which are accounted for in # records column, change accordingly; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, added Denmark, treatment/group was set to NA; changed IDs w records to be the same as #records","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","DanAvl_DK","62","Revise",NA,977.3,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,2.17679966912645e-05,NA,NA,0.00262659390574723,9.73704441481614e-06,2845.857,9.3,2845.857,2795.2,NA,0.273,2144.9,NA,-0.222593807319271,-0.222,-0.226,"Sus scrofa"
"IGE0889","63",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6276,6276,6276,68,537,NA,5,"survival days","survival","no",352.3,"no",NA,"W1","no","yes",4,915,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,12847,NA,NA,0.18,NA,62,NA,50,0.19,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM 1) I get a trait mean = 355, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","63","Revise",12847,352.3,NA,NA,NA,2008,NA,12847,0.0104304506888768,0.0104304506888768,0.0712228535844944,0.0712228535844944,0.01,0.000159413358839471,NA,0.071,0.00737217791619389,0.00107964135603277,2493,134,2493,50,0.00389195921226746,0.19,1101,0.0857009418541294,0.177063377138507,0.18,0.182,"Gallus gallus"
"IGE0889","64",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,6916,6916,68,537,NA,5,"survival days","survival","no",325.7,"no",NA,"WB","no","yes",4,1917,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,20111,NA,NA,-0.31,NA,-228,NA,55,0.15,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. Thy give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) 1) I get a trait mean = 326, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","64","Revise",20111,325.7,NA,NA,NA,2008,NA,20111,0.0135746606334842,0.0135746606334842,0.095320968624136,0.095320968624136,0.014,0.000144654997830175,NA,0.096,0.0180711834947218,0.00257351752428745,3006,273,3006,55,0.00273482173934663,0.15,1233,0.0613097309929889,-0.315168254918692,-0.31,-0.321,"Gallus gallus"
"IGE0889","65",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",3588,3588,3588,38,294,NA,5,"survival days","survival","no",373.4,"no",NA,"WF","no","yes",4,246,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,13999,NA,NA,0.11,NA,13,NA,30,0.06,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM: 1) 294 dams, 2) I get a trait mean = 373, 3) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed #dams to 294. Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","65","Revise",13999,373.4,NA,NA,NA,2008,NA,13999,0.00428602043003072,0.00428602043003072,0.0175726837631259,0.0175726837631259,0.004,0.000278940027894003,NA,0.018,0.00176435706111475,0.000430330990515792,864,60,864,30,0.00214301021501536,0.06,285,0.0203585970426459,0.107004039637039,0.11,0.11,"Gallus gallus"
"IGE0920","142",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"growth rate","development","no",841,"no",NA,NA,"no","yes",8.5,1522,51,NA,1371,236,NA,NA,NA,NA,NA,3221,7324,NA,NA,0.2,NA,56,NA,5208,0.71,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; growth rate quant gen estimates are also reported for two treatments (restricted/ad libitum food) but I selected the model with all ids as per protocol; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",7324,841,NA,NA,NA,2008,NA,7324,0.00696340797378482,0.00696340797378482,0.207809939923539,0.207809939923539,0.007,7.12809180982251e-05,NA,0.211,0.00215190285049365,7.21071257392748e-05,5230.75,51,5230.75,5208,0.711086837793555,0.71,1942,0.265155652648826,0.200999794193237,0.2,0.203,"Sus scrofa"
"IGE0920","143",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"back fat thickness","morphology","no",16.9,"no",NA,NA,"no","yes",8.5,2.75,0.009,NA,0.38,0.16,NA,NA,NA,NA,NA,4.36,7.79,NA,NA,-0.02,NA,-0.003,NA,3.19,0.41,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",7.79,16.9,NA,NA,NA,2008,NA,7.79,0.00115532734274711,0.00115532734274711,0.353016688061617,0.353016688061617,0.001,7.12809180982251e-05,NA,0.369,0.00962851440775883,3.15115016981198e-05,3.21125,0.009,3.21125,3.19,0.409499358151476,0.41,2.7275,0.35012836970475,-0.0190692517849118,-0.02,-0.02,"Sus scrofa"
"IGE0920","144",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"muscle depth","morphology","no",57.6,"no",NA,NA,"no","yes",8.5,6.68,0.027,NA,0.66,0.85,NA,NA,NA,NA,NA,23.13,32.17,NA,NA,0.33,NA,0.14,NA,10.35,0.32,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",32.17,57.6,NA,NA,NA,2008,NA,32.17,0.00083929126515387,0.00083929126515387,0.207646875971402,0.207646875971402,0.001,7.12809180982251e-05,NA,0.211,0.00201340663580247,8.13802083333333e-06,10.29875,0.027,10.29875,10.35,0.321728318308984,0.32,7.73,0.240285980727386,0.329653675540398,0.33,0.343,"Sus scrofa"
"IGE0920","145",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,4342,4342,397,580,NA,3,"feed intake","metabolism & physiology","no",2141,"no",NA,NA,"no","yes",8.5,16950,596,NA,28909,2620,NA,NA,NA,NA,NA,37080,98535,NA,NA,0.38,NA,1215,NA,68687,0.7,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",98535,2141,NA,NA,NA,2008,NA,98535,0.00604861216826508,0.00604861216826508,0.172020094382707,0.172020094382707,0.006,0.000230467849734962,NA,0.174,0.003697739971871,0.000130020827329505,68700,596,68700,68687,0.697082255036282,0.7,26062.5,0.264499923884914,0.382268310217594,0.38,0.4,"Sus scrofa"
"IGE0920","146",NA,"Sus scrofa","mammals",NA,"captive","experimental","both","ad",NA,13168,13168,NA,NA,NA,NA,"growth rate","development","no",NA,"no",NA,NA,"no","yes",10,1319,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,7012,NA,NA,NA,NA,-21,NA,3294,0.47,"pg 1566 (Model structure same as 3)","FS","Additional data: we
used independent data on 13,168 individuals of a different
population descending from the same genetic
lines, collected on a different farm, to obtain an independent
estimate of the genetic parameters.
(p 1563). Info on pedigree are missing but I reported the estimates, we may be able to use them. ","MM","MM: I feel we wont be able to use this data without info on #ids and trait means, and so on... plus, it might have been used in another study? but good to have it collected
",NA,"non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Accept",7012,NA,NA,NA,NA,2008,NA,7012,0.00584711922418711,0.00584711922418711,0.188106103822019,0.188106103822019,0.006,7.59589821496392e-05,NA,0.19,NA,NA,4262,41,4262,3294,0.469766115231033,0.47,1130,0.161152310325157,-0.0903035801564044,-0.0903035801564044,-0.091,"Sus scrofa"
"IGE1023","23",NA,"Gallus gallus","birds","Hendrix Genetics","captive","experimental","F","ad",NA,6092,6092,NA,NA,NA,NA,"days from start of laying to death/end of experiment","survival","no",NA,"no",NA,"line W1","no","yes",4,705,104,NA,NA,799,NA,NA,NA,NA,NA,7980,NA,NA,NA,NA,NA,59,NA,1996,NA,"Table 6","AST","V other 1 = cage id","DF","Population = Hendrix Genetics white leghorns","population changed from NA to Hendrix Genetics","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","68","Accept",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,0.000164230579733946,NA,NA,NA,NA,1995,104,1995,1996,NA,NA,882,NA,0.217891748274632,0.217891748274632,0.221,"Gallus gallus"
"IGE1023","24",NA,"Gallus gallus","birds","Hendrix Genetics","captive","experimental","F","ad",NA,6852,6852,NA,NA,NA,NA,"days from start of laying to death/end of experiment","survival","no",NA,"no",NA,"line WB","no","yes",4,1404,232,NA,NA,1191,NA,NA,NA,NA,NA,12675,NA,NA,NA,NA,NA,-162,NA,2521,NA,"Table 6","AST","V other 1 = cage id","DF","Population = Hendrix Genetics white leghorns","population changed from NA to Hendrix Genetics","non_transf",NA,"gaussian",NA,NA,"Gallus gallus","HendrixGenetics_NL","69","Accept",NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,0.00014600671630895,NA,NA,NA,NA,2520,232,2520,2521,NA,NA,918,NA,-0.283849065133547,-0.283849065133547,-0.292,"Gallus gallus"
"IGE1038","26","2017","Sus scrofa","mammals",NA,"captive","experimental","both","ad",NA,3276,3276,NA,NA,NA,NA,"average daily gain (ADG)","development","no",NA,"no",NA,NA,"no","yes",10,1107.79,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5335.67,0.22,NA,0.23,NA,NA,NA,5587.34,0.22,"Table 1","AST","Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model","MM","MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Sichuan_CHN","70","Revise",27235.32,NA,NA,NA,NA,2019,5035.40909090909,27235.32,0.00180280606212815,0.00180280606212815,0.0406747561622188,0.22,0.002,0.000305530094714329,NA,0.224,NA,NA,NA,49.1,NA,5587.34,0.205150517783525,0.22,NA,NA,NA,0.23,0.234,"Sus scrofa"
"IGE1038","27","2017","Sus scrofa","mammals",NA,"captive","experimental","both","ad",NA,3276,3276,NA,NA,NA,NA,"days to 100 kg (D100)","development","no",NA,"no",NA,NA,"no","yes",10,212.63,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.4,0.4,NA,0.58,NA,NA,NA,103.59,0.46,"Table 1","AST","Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model","MM","MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Sichuan_CHN","70","Revise",2243.46,NA,NA,NA,NA,2019,531.575,2243.46,0.00372638692020361,0.00372638692020361,0.0947777094309682,0.4,0.004,0.000305530094714329,NA,0.424,NA,NA,NA,8.36,NA,103.59,0.0461742130459201,0.46,NA,NA,NA,0.58,0.662,"Sus scrofa"
