"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","Social_h2_2_Zr","VZr","Social_h2_Zr","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","direct_social","dat4A_herit","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0243","119","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3524,3524,NA,NA,NA,25,"final body weight (BW)","morphology","no",93.43,"no",12.09,NA,"no","yes",10,45.7,0.1,NA,0,4.5,8.2,NA,NA,NA,NA,55,117.7,0.388,0,0.07,NA,0.2,NA,55.7,NA,"Table 1 (model 1)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",117.7,93.43,NA,NA,NA,2010,117.783505154639,117.7,0.000849617672047579,0,0.388275276125743,0,0.000284010224368077,0,57.4,0.1,57.4,55.7,0.473237043330501,"H2_2",0.388,8.16735198705607,75,"Sus scrofa"
"IGE0243","119","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3524,3524,NA,NA,NA,25,"final body weight (BW)","morphology","no",93.43,"no",12.09,NA,"no","yes",10,45.7,0.1,NA,0,4.5,8.2,NA,NA,NA,NA,55,117.7,0.388,0,0.07,NA,0.2,NA,55.7,NA,"Table 1 (model 1)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",117.7,93.43,NA,NA,NA,2010,117.783505154639,117.7,0.000849617672047579,0,0.388275276125743,0,0.000284010224368077,0,57.4,0.1,57.4,55.7,0.473237043330501,"T2_2",0.473237043330501,8.16735198705607,76,"Sus scrofa"
"IGE0243","120","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"backfat depth","morphology","no",2.1,"no",0.5,NA,"no","yes",10,0.0972,2e-04,NA,NA,0.0066,0.0065,NA,NA,NA,NA,0.0952,0.214,0.453,0.001,0.078,NA,2e-04,NA,0.118,NA,"Table 2 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered ;permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",0.214,2.1,NA,NA,NA,2010,0.214569536423841,0.214,0.000934579439252336,0.001,0.454205607476636,0.001,0.000284981476204047,0.001,0.117,2e-04,0.117,0.118,0.551401869158878,"H2_2",0.453,8.16394095475501,77,"Sus scrofa"
"IGE0243","120","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"backfat depth","morphology","no",2.1,"no",0.5,NA,"no","yes",10,0.0972,2e-04,NA,NA,0.0066,0.0065,NA,NA,NA,NA,0.0952,0.214,0.453,0.001,0.078,NA,2e-04,NA,0.118,NA,"Table 2 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered ;permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",0.214,2.1,NA,NA,NA,2010,0.214569536423841,0.214,0.000934579439252336,0.001,0.454205607476636,0.001,0.000284981476204047,0.001,0.117,2e-04,0.117,0.118,0.551401869158878,"T2_2",0.551401869158878,8.16394095475501,78,"Sus scrofa"
"IGE0243","121","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"longissimus muscle area (LM)","morphology","no",30.75,"no",4.31,NA,"no","yes",10,4.02,0.01,NA,NA,1.2,0.7,NA,NA,NA,NA,8.56,14.1,0.285,0.001,-0.628,NA,-0.15,NA,4.406,NA,"Table 3 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?)","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",14.1,30.75,NA,NA,NA,2010,14.1052631578947,14.1,0.000709219858156028,0.001,0.285106382978723,0.001,0.000284981476204047,0.001,2.13,0.01,2.13,4.406,0.312482269503546,"H2_2",0.285,8.16394095475501,79,"Sus scrofa"
"IGE0243","121","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"longissimus muscle area (LM)","morphology","no",30.75,"no",4.31,NA,"no","yes",10,4.02,0.01,NA,NA,1.2,0.7,NA,NA,NA,NA,8.56,14.1,0.285,0.001,-0.628,NA,-0.15,NA,4.406,NA,"Table 3 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?)","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",14.1,30.75,NA,NA,NA,2010,14.1052631578947,14.1,0.000709219858156028,0.001,0.285106382978723,0.001,0.000284981476204047,0.001,2.13,0.01,2.13,4.406,0.312482269503546,"T2_2",0.312482269503546,8.16394095475501,80,"Sus scrofa"
"IGE0253","40","2001-2009","Bos taurus","mammals","Valle Aosta, Italy","captive","experimental","F","both",17224,23988,8259,1156,NA,NA,NA,"dyadic fights (fighting ability)","behaviour","no",23.0091,"no",NA,NA,"no","yes",2,0.015,0.178,0.019,NA,NA,NA,NA,NA,NA,NA,1.401,1.613,0.009,0.11,NA,NA,NA,NA,NA,0.12,"Table 4","AST","Aosta Chestnut and Aosta Black Pied cattle used; # id/pedigree set to 17224 but unsure why 133699 (27638+106061) is also reported in Table 1; from the methods: """"the associative genetic variance was obtained by multiplying the estimated component by the average number of competitors (n = 1.886) [...] and its covariance with the direct genetic component was assumed to be equal to 0""""; data extracted from model not accounting for inbreeding since that model had the least number of fixed effects; since cov A-IGE is set to 0 by the authors, τ2 (σ tbv/VP) defined by the authors as the sum of both direct and indirect heritability; ","MM","MM: 1) depth of pedigree doesnt equal to study period, 2) to consider that there is info on h2 male, 3) Im unsure whether """"age of cows"""" is not only about the focal, tricky; 4) I dont understand neither the pedigree numbers, should we dicuss it in person?","depth of pedigree set to NA; fixed eff of partner trait set to no","non_transf",NA,"gaussian",NA,NA,"Bos taurus","ValleAosta_IT","11","Revise",11.2414,23.0091,NA,NA,NA,2012,1.66666666666667,11.2414,0.0158343266852883,0.11,0.00133435337235576,0.11,0.000121124031007752,0.11,NA,0.178,NA,NA,NA,"H2_2",0.009,9.01905879381072,81,"Bos taurus"
"IGE0253","40","2001-2009","Bos taurus","mammals","Valle Aosta, Italy","captive","experimental","F","both",17224,23988,8259,1156,NA,NA,NA,"dyadic fights (fighting ability)","behaviour","no",23.0091,"no",NA,NA,"no","yes",2,0.015,0.178,0.019,NA,NA,NA,NA,NA,NA,NA,1.401,1.613,0.009,0.11,NA,NA,NA,NA,NA,0.12,"Table 4","AST","Aosta Chestnut and Aosta Black Pied cattle used; # id/pedigree set to 17224 but unsure why 133699 (27638+106061) is also reported in Table 1; from the methods: """"the associative genetic variance was obtained by multiplying the estimated component by the average number of competitors (n = 1.886) [...] and its covariance with the direct genetic component was assumed to be equal to 0""""; data extracted from model not accounting for inbreeding since that model had the least number of fixed effects; since cov A-IGE is set to 0 by the authors, τ2 (σ tbv/VP) defined by the authors as the sum of both direct and indirect heritability; ","MM","MM: 1) depth of pedigree doesnt equal to study period, 2) to consider that there is info on h2 male, 3) Im unsure whether """"age of cows"""" is not only about the focal, tricky; 4) I dont understand neither the pedigree numbers, should we dicuss it in person?","depth of pedigree set to NA; fixed eff of partner trait set to no","non_transf",NA,"gaussian",NA,NA,"Bos taurus","ValleAosta_IT","11","Revise",11.2414,23.0091,NA,NA,NA,2012,1.66666666666667,11.2414,0.0158343266852883,0.11,0.00133435337235576,0.11,0.000121124031007752,0.11,NA,0.178,NA,NA,NA,"T2_2",0.12,9.01905879381072,82,"Bos taurus"
"IGE0291","118","2000-2003","Sus scrofa","mammals","Pig Improvement Company, Franklin, KY, US","captive","experimental","both","ad",43585,11235,11235,770,3850,NA,NA,"average daily gain (ADG)","development","no",991.5,"no",120.5,NA,"no","yes",15,2410,18,NA,126,971,NA,NA,NA,NA,NA,6916,NA,0.2,0.001,NA,NA,48,NA,NA,NA,"Table 2 (model 4)","FS","# dams is based on 770 sires having 5 dams on average; formula for estimating VP is provided in Table 2 caption; Model 4 was chosen because it also reports VPE soc and likelihood of models and estimates are similar, I didn't pick the best fitting model because it did not estimate most of the variances; V other 1 is litter ","DF","Calc VP as 12313, seems worth entering otherwise we might miss it if I record this as """"Accept""""","added h2_social","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigImprovementCompany_US","12","Revise",NA,991.5,NA,NA,NA,2008,12050,12050,0.00149377593360996,0.001,0.2,0.001,8.9031339031339e-05,0.001,7282,18,7282,7282,0.604315352697095,"H2_2",0.2,9.32678918461943,83,"Sus scrofa"
"IGE0291","118","2000-2003","Sus scrofa","mammals","Pig Improvement Company, Franklin, KY, US","captive","experimental","both","ad",43585,11235,11235,770,3850,NA,NA,"average daily gain (ADG)","development","no",991.5,"no",120.5,NA,"no","yes",15,2410,18,NA,126,971,NA,NA,NA,NA,NA,6916,NA,0.2,0.001,NA,NA,48,NA,NA,NA,"Table 2 (model 4)","FS","# dams is based on 770 sires having 5 dams on average; formula for estimating VP is provided in Table 2 caption; Model 4 was chosen because it also reports VPE soc and likelihood of models and estimates are similar, I didn't pick the best fitting model because it did not estimate most of the variances; V other 1 is litter ","DF","Calc VP as 12313, seems worth entering otherwise we might miss it if I record this as """"Accept""""","added h2_social","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigImprovementCompany_US","12","Revise",NA,991.5,NA,NA,NA,2008,12050,12050,0.00149377593360996,0.001,0.2,0.001,8.9031339031339e-05,0.001,7282,18,7282,7282,0.604315352697095,"T2_2",0.604315352697095,9.32678918461943,84,"Sus scrofa"
"IGE0292","147","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"neck bite marks","behaviour","no",2.02,"no",2.1,NA,"no","yes",3.18,1.67,0.15,NA,NA,1.3,2.3,NA,NA,NA,NA,NA,4.4754,NA,NA,0.86,NA,0.24,NA,0.86,0.48,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 1) total Va is 1.67, 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, VA updated","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",4.4754,2.02,NA,NA,NA,2016,NA,4.4754,0.0335165571792466,0.0335165571792466,0.373151003262278,0.034,0.000508646998982706,NA,3.42926,0.15,3.42926,0.86,0.192161594494347,"H2_2",0.373151003262278,7.58528107863913,85,"Neovison vison"
"IGE0292","147","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"neck bite marks","behaviour","no",2.02,"no",2.1,NA,"no","yes",3.18,1.67,0.15,NA,NA,1.3,2.3,NA,NA,NA,NA,NA,4.4754,NA,NA,0.86,NA,0.24,NA,0.86,0.48,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 1) total Va is 1.67, 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, VA updated","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",4.4754,2.02,NA,NA,NA,2016,NA,4.4754,0.0335165571792466,0.0335165571792466,0.373151003262278,0.034,0.000508646998982706,NA,3.42926,0.15,3.42926,0.86,0.192161594494347,"T2_2",0.48,7.58528107863913,86,"Neovison vison"
"IGE0292","148","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"body bite marks","behaviour","no",2.2,"no",2.43,NA,"no","yes",3.18,0.93,0.27,NA,NA,3.12,3.57,NA,NA,NA,NA,NA,5.9418,NA,NA,0.8,NA,0.4,NA,2.91,0.59,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM:  2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",5.9418,2.2,NA,NA,NA,2016,NA,5.9418,0.0454407755225689,0.0454407755225689,0.15651822679996,0.045,0.000508646998982706,NA,3.957148,0.27,3.957148,2.91,0.489750580632132,"H2_2",0.15651822679996,7.58528107863913,87,"Neovison vison"
"IGE0292","148","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"body bite marks","behaviour","no",2.2,"no",2.43,NA,"no","yes",3.18,0.93,0.27,NA,NA,3.12,3.57,NA,NA,NA,NA,NA,5.9418,NA,NA,0.8,NA,0.4,NA,2.91,0.59,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM:  2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",5.9418,2.2,NA,NA,NA,2016,NA,5.9418,0.0454407755225689,0.0454407755225689,0.15651822679996,0.045,0.000508646998982706,NA,3.957148,0.27,3.957148,2.91,0.489750580632132,"T2_2",0.59,7.58528107863913,88,"Neovison vison"
"IGE0292","149","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.6,NA,"no","yes",3.18,0.75,0.11,NA,NA,2.66,5.68,NA,NA,NA,NA,NA,6.7858,NA,NA,0.86,NA,0.25,NA,1.81,0.33,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","mean and SD estimated after; VP set to NA, ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","13","Revise",6.7858,2.22,NA,NA,NA,2016,NA,6.7858,0.016210321553833,0.016210321553833,0.110524919685225,0.016,0.000508646998982706,NA,2.362764,0.11,2.362764,1.81,0.266733472840343,"H2_2",0.110524919685225,7.58528107863913,89,"Neovison vison"
